DISTRITO,TECNOLOGÍA,RANGO_VELOC_BAJADA,EMPRESA
PUCUSANA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
PUCUSANA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
PUCUSANA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUCUSANA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUCUSANA,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUCUSANA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
PUCUSANA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
PUCUSANA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUCUSANA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUCUSANA,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUCUSANA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUCUSANA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUCUSANA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUCUSANA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUCUSANA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUEBLO LIBRE,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUENTE PIEDRA,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA HERMOSA,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
PUNTA NEGRA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,xDSL,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
RIMAC,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BARTOLO,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,xDSL,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Cablemódem,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN BORJA,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,xDSL,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,xDSL,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,xDSL,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN ISIDRO,Fibra Óptica,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,xDSL,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,xDSL,2048 <=  BW < 4096 kbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,xDSL,4 Mbps <= BW < 8 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,xDSL,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,xDSL,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,xDSL,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,xDSL,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Cablemódem,8 Mbps <= BW < 16 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Cablemódem,16 Mbps <= BW < 30 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Cablemódem,30 Mbps <= BW < 50 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Cablemódem,50 Mbps <= BW < 100 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Cablemódem,100 Mbps <= BW < 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Cablemódem,BW >= 200 Mbps,TELEFÓNICA DEL PERU S.A.A.
SAN JUAN DE LURIGANCHO,Cablemódem,1024 <= BW < 2048 kbps,TELEFÓNICA DEL PERU S.A.A.
